feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
-2.576594452867248,8.881704368478388,5.008378856254157,2.427674309969115,-7.197927879717587,-7.225600537662754
-8.895505076068181,7.490935830960907,2.387038140694099,4.273417029814723,-9.856170282814269,9.51465103897887
-9.665919293444727,6.884964891533552,2.002424051139897,5.238186274031581,-9.898876893505655,9.532469814223225
-10.428909641671817,7.97842702665218,2.769951350362753,2.9174174164760194,-9.79392267053216,9.17533252364241
6.505493556506619,-5.973312433523289,-6.598555545284281,-6.885355913630425,-2.9459297271275804,0.3017363511179533
-3.0429062808280642,8.52479995721906,4.593617810579639,2.1778608688307184,-6.7136127115532584,-6.383799643854332
-2.5061295490672735,8.873533848173233,3.790656390997853,1.7207824902815165,-7.085255901067332,-7.361475954808918
6.116357509327176,-6.015692766628523,-5.9300718411613245,-6.5556096941863835,-2.8789768300692025,0.2553469212759959
6.016643364520624,-6.393899539381993,-5.7933161006738425,-5.305541779382168,-3.9778246719317285,0.3938355987307509
-2.2001764627275544,9.322557698745646,4.94890744801173,4.284808578333564,-6.53709288473537,-6.198770209167587
-7.881624718701027,6.815346106507707,1.4274648251903914,2.86941748775868,-9.971687162697652,8.604343167195386
-2.2614387504873754,8.676051396515938,4.146546598888243,2.119382010835879,-6.732647248486036,-7.184275498498624
6.499638140298307,-4.788810440822481,-6.068915684875037,-5.890983131301433,-3.517426379608798,1.199212947135952
-2.4510000440571194,9.37138034346047,4.148946426288018,3.2286020493520082,-7.483237620051091,-7.608622760948586
6.565779225618171,-6.487796728208096,-6.488914610229603,-6.842222075456903,-4.2634692106920795,0.848275675297123
-1.9311719455061571,9.261954684360221,5.133114932224795,3.1112454735331,-7.026860060752992,-7.33235129189044
-9.679890919715826,8.373268961410867,1.2759822936294047,3.7457084372433647,-10.01935447342547,9.935151669406551
-9.486965753195948,7.693084279665261,2.378160989645206,3.9757236923325148,-9.39263030073868,8.647528897408705
-1.8741429309429976,7.959042436344453,3.929923728628636,0.7496303772846717,-7.0412712918180045,-6.449584239798369
-9.647239009899438,7.769481371912332,2.124819497740941,4.051061554109301,-9.577249754244715,9.606746066456889
-1.2293775982589903,7.843033448484821,4.548807779206752,2.326160007831478,-6.71103207051025,-7.253729305168303
6.317737928472968,-4.218298215033526,-6.702049215052421,-6.221179021013102,-2.9898891692685203,1.698784365540231
-2.4494068040001653,8.712200735728603,3.7094807775884218,2.0143074688243483,-7.517009419386933,-6.595954134894837
7.366795717007131,-5.848335530250659,-6.379883379563947,-6.891870578375241,-4.181124491524152,-0.035752995771383245
6.6895661223248775,-5.241553581361146,-6.072660965481303,-6.839723795925848,-4.301285040199723,1.1131051231934541
-8.28391154511187,7.21258163363291,1.708666422552752,4.790857091423042,-10.010916328409607,8.55312026542175
-8.788957363070756,7.962811140537914,1.7119271648039525,5.007060020032257,-8.208971239912401,9.180493906976091
6.675139699195902,-5.84141898741157,-5.785173185781042,-5.005596001976513,-4.249650211813946,-0.32675315510268943
-10.337971185560153,8.698088459053148,1.188556754806018,3.1742123077467737,-8.974767854878166,10.862048487043449
-2.6410007557552575,9.22855367110537,5.526615263073011,1.6622075529765437,-7.364723352887182,-7.1811638194266685
6.7547177491747705,-5.97343448988447,-6.860054788247219,-6.280223473103499,-4.55843854800061,-1.257681657452007
-8.928361108855526,7.398868787581629,1.918457140293854,4.17079898446979,-10.246075166221072,8.53416651368331
-2.4637148881365145,8.607989101291054,5.224950676278752,1.8849352550394487,-7.374925509226777,-7.0729410982677425
-4.081044685506597,9.507427630823456,4.692107077171004,1.7937652736612115,-6.824570725229969,-8.072650942036482
6.745197204638354,-5.751390174342428,-6.101337754010178,-5.617522038059519,-3.345422659544451,-0.3958101484251848
-2.306636025807629,8.76715994852484,4.347315101784606,1.7136347712489595,-6.642955905724292,-7.132700281768105
6.972106411476258,-6.305621942282096,-6.261884161436341,-7.180138501074312,-3.9818907776184655,-0.047215952234116565
-9.27461006213093,7.1750117341678,1.9776401774041479,4.533854814451316,-9.481689513524,8.596990428013825
-2.7923567425264104,9.66765648637874,4.678446847685379,1.3265228171831485,-7.308809416707251,-6.472350943915141
6.157933485955051,-5.755242460881048,-6.465611429372944,-6.603846632527689,-3.4973226723352164,1.0683117577870638
-8.880427183511198,6.326946355389108,2.280071166343727,4.2860641682187754,-9.425362811766727,8.6321478977477
-3.3061092523918085,9.132402869719796,5.082958784225347,2.0759906526547143,-6.949016160584215,-7.06077181062952
6.106631699570359,-5.558602217401515,-7.070924530553869,-5.619302169854386,-4.193925519188282,0.6158244261684609
-3.0127281369863335,8.828758702687592,4.838636895070239,2.5584967602141475,-7.167131733858444,-6.991504979274237
-8.775102452948435,6.5231076185477805,1.6614796484934475,4.353320716406431,-10.544106354202953,9.662481886016126
-7.908027460947564,6.724510491055429,2.6128936739501256,4.033058249385603,-9.61798833987541,9.803088738539849
-8.44693402958796,6.377687621308153,2.908224444699713,4.98950636840938,-9.963647734989669,9.635679163302331
6.738053290329702,-5.955469369105301,-6.731542253982552,-6.513391614824201,-4.1480612319339825,0.5973783660700499
-8.512167663879351,7.101154316247039,2.4853194612531824,2.4523259835428637,-8.899050693860689,8.354368775973025
6.9223854792574,-4.454216379493826,-6.7496115940860735,-5.775205726082581,-3.880947265870995,0.6562839999627115
-8.220834374240624,7.607081404946529,2.175918075452501,4.751066146288217,-8.589025447406405,10.006819082250765
7.200390176753558,-6.154104237757873,-5.239521990127461,-5.683880963502535,-4.183548278204496,1.263738449685825
6.568442516004685,-5.744404869596958,-6.834439643707332,-5.942941542625008,-3.9877240299739145,0.7468480989889739
6.457420454608465,-6.23083330051657,-5.717896372698829,-6.319122813728159,-2.7744407293574413,0.4587321443559848
6.809288204451578,-5.560199102716869,-6.764354928043817,-5.73668439320941,-4.0201309948264905,0.04168153694905047
5.71132530187651,-6.070649392842253,-5.886941848084891,-7.084483456832873,-3.7390203815092677,-0.3188204501292857
-3.660460352232175,8.998377802928792,4.676016962192717,3.4511149514319035,-6.995043770019944,-6.699181187875779
6.633836640761349,-5.262558006914305,-5.5293761264476,-5.997223619120207,-3.9089435689032173,-0.2919731067653385
-9.682834773466704,6.856832902944178,1.3559547275846784,5.212813821975082,-9.026903078195474,10.161130100236381
-8.71766832860703,7.95391555310327,2.685615794638966,4.873669739257137,-9.20507198086644,8.712394095601596
-2.9172124559998447,9.153638346494924,4.8157223202073105,1.5445588331249114,-5.760162484464416,-6.595809840728874
-2.3353327089149025,10.259526607385585,5.162553658287116,1.7775555646400274,-6.158898837852903,-7.124954817088877
-8.610209046032432,7.689874362668997,2.3581745036227995,4.809919991253682,-9.08795682135461,9.673705090776949
5.923035970303771,-5.393260548436754,-5.445050156451769,-5.600652691912933,-4.04322086336737,1.3895643147547285
-9.432090648791158,7.248050763438914,2.0557351822373926,4.817966467003478,-10.603788891912842,10.315927234916254
6.47376605465911,-6.691132271652471,-5.833634789569692,-6.378612121139005,-4.023443088963621,2.410993173351674
-1.8112993717597745,9.020425964810073,4.050973645599331,2.2504317684986943,-6.760191373807188,-7.240239719571224
-3.060852163593032,9.944246771208846,4.169926860826359,1.7799327742173268,-6.391516860729468,-7.61862818313632
6.910788698503036,-5.210856881782759,-7.78126011718309,-6.937748225757286,-3.543662584206127,1.7296259144717765
-2.4495982397952147,9.465118402221394,3.6382356675552785,2.299185799368693,-7.277201446518778,-6.537750392120051
-8.47066341359847,6.691473577594509,1.6480388584466925,5.309870368240981,-9.70271955454196,9.52865676714772
-9.173680864998964,7.549850040537415,2.96161465240478,4.122001399277116,-9.92142983009987,10.52689128490424
6.842753444519305,-5.841779338213678,-6.643122556978933,-7.288731643291401,-3.6069950768674155,0.1755081288476104
-3.0653559059996,8.978570914561242,2.695118432186658,1.358537099140158,-7.0311680819871665,-7.628779502454856
-9.486961680880968,7.955414627498445,1.9985671425501825,4.570351974344484,-9.571319088405675,9.416050726937334
-9.22917855880468,7.03319141506611,1.8300918499475836,4.415951123762059,-9.274608821262651,9.053977040876738
-8.726267697949764,6.87029315608671,1.6553895530690066,3.3174548978119756,-10.142250061750493,8.587186279870085
-1.8143310989527095,9.489283744576083,5.014350726459394,2.3501769894993,-6.8869752548594185,-7.418462216167446
-2.96715311697826,7.93135686779961,3.663353373498204,2.002020651937561,-6.723793690118381,-7.422699568338592
-8.720415054815128,7.748925170051811,1.9684588182918397,5.025521885190592,-9.994145495319513,10.478761302986376
-7.986025207842097,6.981075139249017,1.5228868910016384,4.444300889752752,-9.919643940652534,9.777956133893193
6.728977358877805,-5.8446996882628035,-5.938635449844833,-5.757888412854573,-4.386748817114015,-0.3036111394899096
6.247409172812485,-5.129274973996831,-6.726869979700106,-5.236303974803162,-3.5083996180056842,0.20238178775733567
-1.5785064377392364,9.083690908774036,5.347457146666398,2.0136807727867976,-5.643178436222078,-5.826905087810024
-2.3727216622902727,9.798571780767778,3.675388895491365,2.0839499990601147,-6.7236975146022155,-6.41101587020956
-8.850110435992018,7.6550168881489915,2.1566487153029725,4.9799358139052154,-9.513175412495206,9.140553718564734
-8.848181494279661,8.036558879567554,3.5384596903883487,3.8429302921687167,-9.881973779594885,10.024693569481329
6.6452102690845,-5.250123321763492,-6.314403040729449,-6.391243594846009,-3.3637092510165845,0.32096390613156645
-8.993753044128432,7.205713006047716,1.9793394792157373,4.139118214015004,-9.151732387901763,9.429364574724266
-2.6742286413437366,7.63313342935697,3.73076419890897,2.7932942444074467,-5.8926465630505,-7.029531217009773
-3.151733121889418,9.303769577344232,4.505801165032591,2.4015699803959873,-6.595684616407143,-6.923806940870071
-8.76494925481664,7.649501732920536,2.051616277059598,4.185806570643238,-10.009505126768005,9.000456492709317
-2.530024684875896,8.313079305626601,5.3255725249371135,2.4243295035527965,-6.405008022925442,-7.4257420661527895
-7.970141026023771,7.441455781405648,2.641406958545357,3.270115332098726,-9.428079954562396,9.931975520613948
-2.126042147786326,8.017374090836945,4.600230957039711,1.246559964083258,-7.270728855832566,-6.851670390486098
-2.8004157517502124,9.063410611830115,6.028673976232207,0.8528105683856833,-6.467871076926562,-7.847739115989738
-7.370876568865914,7.401055624683839,2.0879371116271113,4.596911530260124,-9.299704575041924,9.532527457807365
6.833296834693896,-5.2637754589108985,-5.84721656284214,-6.681756266072687,-4.015428169081092,0.664676602937737
6.9902426635196,-4.776179812557354,-6.59097730045048,-6.454058018992741,-4.264163689178432,-0.1137254057709628
-2.947417602083032,9.144161281947506,4.66722194017039,1.5822094753772418,-5.593260737556075,-6.49975817988514
-9.03130878736644,8.569571705635207,2.251461506203108,4.41947654423555,-8.970140041664846,9.541470538655794
6.447987616744511,-5.9954068643796745,-6.9365742034675995,-6.077750363575247,-2.6776401892633586,-0.1453911159078064
-8.470216972997761,6.70984737637966,1.8678743124101687,3.1603011115943556,-9.348776240520783,9.78651460706153
6.588760370120464,-5.875422036540656,-6.890290207911924,-6.82803801535524,-4.051042475950162,0.7155479367344642
6.955574375723424,-4.929022659336702,-6.445969764634603,-5.76018507460956,-2.947788186016058,1.2840773047951857
-9.353342424744739,7.743708843144098,1.6769175391215114,4.234657444708126,-8.052259391122675,9.340561103405095
-2.5744537121268647,9.255313161457686,5.053965231254769,1.7324374008092303,-6.74517170206502,-6.872554152806869
-3.3963108172732066,8.582379603161497,4.363495573652229,2.6074430196720813,-6.673456217410193,-7.9379336864935865
-2.1809391943507275,8.892970536737986,4.509270114291769,2.632435795133046,-6.384377381758452,-6.392003811675563
7.052397036730074,-4.613288625497347,-6.443080903687532,-6.916627385733708,-3.250906739237062,0.4228999342725983
6.769194334347001,-5.064035376777248,-6.972993747245026,-6.294901893022541,-3.657865240610902,0.9109919970026437
-8.541909644866367,7.479927174993048,1.6921171425569237,3.758477535158078,-9.603642556678817,10.101834454795505
7.427049543945101,-5.7669386238138065,-6.963081995234934,-6.634774755668254,-3.410783124906514,0.8231687735655848
-9.707136096885757,6.004239341526654,2.286308904896175,3.860219021309342,-10.201049804362379,9.823210911619498
-2.5172959578955107,8.379659570824781,5.133405783490015,1.2406634939581187,-6.754309034148417,-8.055911667603812
-2.4673163720587388,8.783097970081265,4.70798924337885,2.37044808865336,-5.928017101464059,-7.622798892572056
7.632831533631271,-5.307941291791342,-6.318240472517032,-7.2930892900696245,-4.062792633687215,-0.010819324544957709
-2.082228696199416,8.3395008730956,3.719410333786728,2.7397757770798377,-6.680238783963515,-7.329201515209879
-8.645513427365847,7.576675368039874,2.990526996299364,4.433572136829297,-9.73480409525834,9.9766493442129
-3.0254456422231217,8.783552801660427,5.243654521756766,1.6270345622268427,-6.378211923912185,-7.557933706070518
-9.162183564821627,6.856540080257315,2.139807387922785,3.57442788935189,-9.343358460655267,8.376646880697182
-8.632692548809388,7.597574846990973,2.364160603003498,4.430076691931298,-9.202676458163424,10.195688561319345
7.6523962481110575,-5.50180638081485,-6.786507769313033,-6.365371249525947,-3.5801589932962123,0.5407318674922041
-9.772276895831862,7.066653818919155,2.9227561092447623,4.6715846011890045,-9.797501394728666,9.18864242064883
-8.857979718765609,6.997468052818444,1.594592765257877,4.225309692536047,-9.741296444536465,10.3005928363895
7.376711435995945,-5.668187638250534,-4.971902931868971,-6.095919099294701,-3.7999256709152265,0.30965875412325644
-8.275357473050411,7.013896078568279,2.079972701028766,3.8840863826978835,-9.849007850543341,9.212693769158703
-2.405289067542041,9.245476556035623,4.109564374507421,2.065404747508049,-6.84470196008367,-7.565891771974321
7.951418446507124,-5.858749273893879,-6.289577771787296,-6.001018577307043,-3.8889936729857735,1.512159256903209
6.020706226399272,-5.431226134918105,-5.65207816306019,-5.9005378165322835,-3.3175265293257556,0.041051579503080804
-9.772305260750352,7.687128886306087,1.2540426233664057,5.214328065111528,-10.837467758814185,10.416070864213909
-9.05579232147789,6.6517209787230165,1.2454913494316322,4.85794762834802,-9.868930834871087,9.606099372278315
-8.366847661445512,7.578797452569682,1.4421145489866478,4.132824742235721,-9.590471637538291,8.70317822972436
-9.105629269476474,8.195553601769324,2.970043522302603,3.847735539628948,-9.840422204341465,9.229126277923582
-2.658576112140194,9.597228698770934,5.02710440597919,2.794348618460141,-7.458581267499333,-6.468478717276883
-3.3013375472651356,10.113161387710933,5.3475429086608735,1.691664292677909,-7.907507908605797,-6.067786168776699
-3.724283175047314,9.126158717059978,4.242806957367069,2.4846296848184664,-7.35513963421089,-6.948951458156086
6.275263198967765,-5.636453313292131,-6.808983007276817,-7.123923309663747,-4.282216595352417,0.47290655441571006
6.661329040613681,-6.190019551171957,-6.4732385205208915,-5.506983951442413,-4.302733648283967,0.015613428654605133
-9.511960969573389,7.552968763209133,2.1221715597920094,4.456922314325798,-9.41480892773926,10.871377127186422
-8.148763760864604,6.90161706042317,2.0013071405659986,5.223931937302215,-9.96449034875661,10.485666178038043
-9.128239634015635,8.267914973472722,1.2868408370627709,3.282826627795017,-9.453639022947968,10.026456024807178
-7.93628877557572,7.849940289844106,1.8897217305663774,4.1775830593176275,-9.46328042931542,8.173156122185311
6.928710805468551,-5.774602675812967,-7.3325797454012935,-5.633066190257021,-4.355910086888075,0.008977170436128667
6.287525579791367,-5.471953232789462,-6.962531919370963,-6.150834663039644,-3.4555069737784314,1.231288566975342
6.0875895947816785,-5.101628516729457,-6.685078722926416,-5.847075123962637,-3.6947827527684414,1.5980388387218307
-8.983069391349808,7.534756153407281,1.271376580349909,5.027710318364864,-9.637600821119491,10.068574542192763
-1.6675210364910908,8.173175490522953,4.991993092508263,3.287443059426719,-7.473948986229683,-7.21988823103761
-8.938598604826122,7.411551127358697,2.7462056147691896,3.671290153328567,-9.367106128760211,9.16219375584347
-2.6340709732671153,8.718485567403022,4.2862599820615745,2.482930942153347,-6.665417899572241,-7.295855350432339
-8.007764065529699,7.661868387530119,2.3791528398633472,4.673500891189094,-9.132952960211892,9.566911897621512
-2.577921530204321,9.756975915382398,3.683222240951481,1.6135446701684684,-6.87648097132036,-6.851921237017101
-2.7918206064237436,9.153516090612904,3.7710282313297068,1.1286914193147988,-7.310693723902732,-7.008177884303055
6.668055305447895,-6.205268508642187,-6.087517370094518,-6.738539024782587,-2.707122792293272,0.5770498312943997
-9.432104638578213,7.8879856282916325,1.43280779874119,4.026671665922694,-9.25827885466922,8.817190370321704
-2.314747241415873,8.783236759948531,4.233725636044526,2.3401754572452527,-6.261027477653699,-6.321341521806228
-9.18103515050569,7.667072584312399,2.861913496815777,4.71623176566857,-9.552531892131846,9.010034976616542
6.701896947783544,-4.86669973780132,-7.048514124338091,-6.448105478499155,-4.3452485331709285,-0.6247933375990786
-8.316287118222757,7.620932048282266,2.1125515779503217,4.380428157400644,-8.146260762940987,9.363625765019735
-1.9367965649568288,9.4051208789818,4.450717289443894,2.4285512162366922,-7.343322319873813,-7.022200757319952
-8.047891317255415,7.442082678314143,3.2674567584393346,3.747938865067168,-8.546731832184802,9.516943513317475
-8.194148706720148,6.707613735852067,2.102082039352301,3.741379066957405,-8.871282136729045,8.484284900369621
5.700138394789156,-5.216194797988807,-6.653337286868052,-6.243833995739994,-2.947822763855991,1.0332322221640764
-9.42385170842241,7.955707993463407,1.4526609015650098,5.740880794823344,-9.292319373555417,9.50909871745681
-3.5764297723953176,9.911912715091832,5.032498230040536,1.939818881394459,-6.711646015359378,-7.555403021654972
6.859230875572571,-5.459705508345879,-5.982667774720926,-5.6660898977575895,-3.669263946652138,0.3503740398736318
-2.3226530836939476,9.899499858368053,5.154474610149313,1.8772065659626758,-6.891036915892883,-7.481627212058632
-8.862422527022616,6.465057854227874,2.0991628838106493,3.75282056143598,-9.083923984690717,9.006622655658452
-1.9694376977927996,9.198665840724287,5.1275961075314775,2.3509469890948993,-7.377024197704514,-7.216218217394128
-2.8413872062610595,8.295559392645012,5.818713915977935,1.994327815123769,-7.2994624959468215,-6.7517216468354135
-8.933132495783404,7.067394273530251,1.415037609708075,3.1685375528014474,-9.094407763706803,9.442187823552928
-3.2513680495795994,8.222012160347756,4.95304377559824,2.151360487880644,-6.729331480943745,-6.6722406675777615
-2.3041440375864544,10.139988631727853,5.210133139139732,1.6270274905432902,-7.418675993960285,-6.5849580903720435
6.762601785967682,-5.152590130894192,-7.98544003165753,-5.925184611212779,-4.3076005506857,-0.6032511054691168
-3.4730654152072935,9.136364309718655,4.186068389057519,1.1198174581821276,-7.267570921696786,-7.529038395444584
-7.827971141761289,7.0481923577773395,2.669508734922953,4.1383464742204845,-9.691886494048443,9.92839300573189
-7.730345559007411,6.681472055703011,1.1069851323093323,3.7463067139921624,-9.615661723897249,9.5442007128335
7.381473033323648,-5.403959164353307,-6.499391115167887,-6.907573344965412,-4.138479206451877,1.1483778044672688
-9.43148242092656,6.6613693251692405,2.1302367255562626,4.996652927727668,-9.037320150482563,8.45589668106598
-2.29452520684378,9.350756844019262,5.289709582133268,2.605450915161674,-7.7062288119255244,-7.44280461722502
-2.671122584228773,8.427027898728937,4.373302880182434,2.199549979767643,-6.425434021164059,-7.433408787782522
-8.829970181488243,7.309047863232701,2.141151091324889,4.074835308766543,-9.932507318212092,9.07008167849565
-8.124645463281226,6.586958226416508,2.3807402767740906,4.582155201307448,-9.766848216099946,10.223621131226858
-3.0172738538937933,8.105377793386802,4.371969864987888,2.4870089605348156,-6.751170944673148,-7.6275528605031395
-9.942852295434998,6.5557767354572825,1.6474090882467682,4.177106186047409,-9.277714701802477,8.962750755347807
-2.289238675394641,8.450358256401909,4.331558685826085,1.337641570807361,-6.917234649515173,-6.307024200975204
-1.987434070989354,9.827668843481293,4.8879397781623215,3.0992471714755716,-7.343900710613414,-7.626902415262797
-8.429192862860223,8.431547310940323,2.372657146059754,3.9458763014486733,-9.233917215668566,10.063419191589631
-7.728954099668803,7.999461933227358,1.8609670205312774,3.4975360106759066,-8.044294232134035,9.43372810364858
5.1165001350672625,-5.192625839690913,-7.18362787490724,-6.466769044066933,-4.617222956444861,-0.5860596299032546
6.223808755862158,-6.661446422002173,-7.445384461611555,-7.282391368734618,-3.7548791502023553,0.8003636465827175
-2.060821459978793,9.380508287458401,4.6273378798496125,2.0435661139260013,-6.113028253678215,-7.235052426577445
